InventoryAction,Site,SellerSKU,Quantity,Price
Modify,Shopify,1200815,890,15.30
Modify,Shopify,1202209,581,3.26
Modify,Shopify,1202720,13,27.82
Modify,Shopify,1203108,97,5.23
Modify,Shopify,1203355,106,21.88
Modify,Shopify,1203413,28,11.08
Modify,Shopify,1203488,18,8.34
Modify,Shopify,1203645,0,17.91
Modify,Shopify,1204650,23,47.77
Modify,Shopify,1204825,107,11.29
Modify,Shopify,1204924,6,18.46
Modify,Shopify,1206150,187,17.80
Modify,Shopify,1206689,406,25.58
Modify,Shopify,1207596,13,21.62
Modify,Shopify,1208131,352,9.80
Modify,Shopify,1208982,0,8.90
Modify,Shopify,1209428,389,41.88
Modify,Shopify,1209824,324,6.54
Modify,Shopify,1209956,138,4.44
Modify,Shopify,1210053,408,4.53
Modify,Shopify,1210160,274,5.11
Modify,Shopify,1210236,70,5.26
Modify,Shopify,1210681,810,10.02
Modify,Shopify,1210830,660,4.85
Modify,Shopify,1211036,138,5.90
Modify,Shopify,1211093,179,17.44
Modify,Shopify,1211242,725,4.85
Modify,Shopify,1211259,316,4.85
Modify,Shopify,1211838,138,5.32
Modify,Shopify,1212778,72,5.56
Modify,Shopify,1212786,168,3.33
Modify,Shopify,1212828,56,12.87
Modify,Shopify,1213214,905,22.02
Modify,Shopify,1213222,1294,17.69
Modify,Shopify,1213628,1,13.63
Modify,Shopify,1215193,135,7.89
Modify,Shopify,1215490,0,15.93
Modify,Shopify,1216282,44,13.31
Modify,Shopify,1217058,0,19.28
Modify,Shopify,1218577,191,16.64
Modify,Shopify,1220284,466,6.46
Modify,Shopify,1220573,521,5.20
Modify,Shopify,1220862,250,32.78
Modify,Shopify,1220888,27,70.07
Modify,Shopify,1221027,30,11.79
Modify,Shopify,1222686,135,29.68
Modify,Shopify,1223726,881,31.89
Modify,Shopify,1223817,127,40.43
Modify,Shopify,1225085,1410,16.68
Modify,Shopify,1225168,34,19.24
Modify,Shopify,1225838,195,7.97
Modify,Shopify,1226604,6,73.54
Modify,Shopify,1228394,35,4.97
Modify,Shopify,1228592,54,5.86
Modify,Shopify,1228774,33,51.27
Modify,Shopify,1229053,20,32.77
Modify,Shopify,1230259,7,38.00
Modify,Shopify,1230416,37,64.87
Modify,Shopify,1231307,76,24.75
Modify,Shopify,1231802,145,43.72
Modify,Shopify,1231844,49,23.35
Modify,Shopify,0996595,105,2.43
Modify,Shopify,0996983,29,62.25
Modify,Shopify,0997213,1723,17.04
Modify,Shopify,0997296,101,53.38
Modify,Shopify,0997569,13,33.31
Modify,Shopify,0997627,150,17.13
Modify,Shopify,0998005,50,14.05
Modify,Shopify,0998633,1510,3.68
Modify,Shopify,0998872,639,5.88
Modify,Shopify,0999599,348,30.98
Modify,Shopify,0999789,210,23.09
Modify,Shopify,1000074,21,32.77
Modify,Shopify,1000108,40,68.53
Modify,Shopify,1000231,207,42.63
Modify,Shopify,1002724,37,13.43
Modify,Shopify,1003169,10,91.95
Modify,Shopify,1003227,97,17.84
Modify,Shopify,1003391,24,52.22
Modify,Shopify,1004274,60,4.31
Modify,Shopify,1012491,17,12.41
Modify,Shopify,1013358,0,39.94
Modify,Shopify,1015619,128,41.57
Modify,Shopify,1018449,23,57.86
Modify,Shopify,1018514,85,26.54
Modify,Shopify,1019462,229,6.55
Modify,Shopify,1019504,216,7.22
Modify,Shopify,1022748,11,12.14
Modify,Shopify,1023324,379,31.50
Modify,Shopify,1023811,606,3.95
Modify,Shopify,1024801,498,12.86
Modify,Shopify,1025303,35,21.64
Modify,Shopify,1025568,29,25.07
Modify,Shopify,1029644,0,27.49
Modify,Shopify,1043017,328,9.85
Modify,Shopify,1043660,228,38.43
Modify,Shopify,1052299,55,54.19
Modify,Shopify,1053396,1946,3.36
Modify,Shopify,1053404,304,3.36
Modify,Shopify,1055136,68,24.73
Modify,Shopify,1058361,256,25.65
Modify,Shopify,1058924,74,16.04
Modify,Shopify,1059161,51,16.04
Modify,Shopify,1061639,174,6.79
Modify,Shopify,1062553,48,22.96
Modify,Shopify,1063031,482,19.73
Modify,Shopify,1063767,0,7.66
Modify,Shopify,1067172,138,14.12
Modify,Shopify,1071174,781,8.55
Modify,Shopify,1073238,490,11.08
Modify,Shopify,1074129,35,43.57
Modify,Shopify,1074335,28,29.28
Modify,Shopify,1074483,186,7.47
Modify,Shopify,1075498,209,57.43
Modify,Shopify,1076421,11,38.19
Modify,Shopify,1078351,0,12.20
Modify,Shopify,1080829,14,99.07
Modify,Shopify,1081546,88,34.56
Modify,Shopify,1081694,150,91.04
Modify,Shopify,1081744,37,40.26
Modify,Shopify,1082502,33,55.20
Modify,Shopify,1083070,45,38.14
Modify,Shopify,1083245,123,4.78
Modify,Shopify,1084300,275,26.54
Modify,Shopify,1084581,70,5.33
Modify,Shopify,1085745,626,41.19
Modify,Shopify,1086107,95,15.77
Modify,Shopify,1089523,126,14.43
Modify,Shopify,1090018,111,34.52
Modify,Shopify,1090042,219,108.98
Modify,Shopify,1090638,0,15.03
Modify,Shopify,1090737,869,7.22
Modify,Shopify,1092238,33,60.85
Modify,Shopify,1092261,69,34.70
Modify,Shopify,1092337,11,8.24
Modify,Shopify,1092774,1678,5.20
Modify,Shopify,1092832,1481,7.89
Modify,Shopify,1093152,0,14.43
Modify,Shopify,1093210,624,95.09
Modify,Shopify,1094671,55,25.20
Modify,Shopify,1095520,244,7.96
Modify,Shopify,1095892,7,24.01
Modify,Shopify,1096031,10,33.82
Modify,Shopify,1096973,0,13.97
Modify,Shopify,1097880,43,27.04
Modify,Shopify,1097963,468,10.11
Modify,Shopify,1099894,342,26.97
Modify,Shopify,1101179,544,45.31
Modify,Shopify,1102508,558,21.67
Modify,Shopify,1102912,113,85.89
Modify,Shopify,1103779,0,64.54
Modify,Shopify,1103886,47,26.41
Modify,Shopify,1104660,15,35.64
Modify,Shopify,1104678,92,35.64
Modify,Shopify,1104793,23,83.66
Modify,Shopify,1104801,51,111.08
Modify,Shopify,1104868,53,45.77
Modify,Shopify,1105212,159,5.71
Modify,Shopify,1105543,0,8.78
Modify,Shopify,1105675,127,28.21
Modify,Shopify,1106988,0,28.53
Modify,Shopify,1107820,0,24.99
Modify,Shopify,1109214,485,21.75
Modify,Shopify,1110816,23,15.67
Modify,Shopify,1111749,48,68.61
Modify,Shopify,1114677,277,23.65
Modify,Shopify,1114701,95,23.65
Modify,Shopify,1115443,16,5.86
Modify,Shopify,1117092,149,25.82
Modify,Shopify,1117837,172,28.78
Modify,Shopify,1118835,227,63.23
Modify,Shopify,1118884,488,3.86
Modify,Shopify,1579739,427,4.53
Modify,Shopify,1580265,27,23.41
Modify,Shopify,1581354,15,19.17
Modify,Shopify,1582121,0,7.04
Modify,Shopify,1582477,201,7.89
Modify,Shopify,1232347,222,22.78
Modify,Shopify,1232545,2,28.87
Modify,Shopify,1232693,625,21.84
Modify,Shopify,1232859,0,28.30
Modify,Shopify,1233022,498,8.14
Modify,Shopify,1234038,16,11.26
Modify,Shopify,1234244,341,18.17
Modify,Shopify,1234293,63,14.17
Modify,Shopify,1234681,40,16.68
Modify,Shopify,1234855,50,33.40
Modify,Shopify,1234905,114,20.67
Modify,Shopify,1235852,81,18.11
Modify,Shopify,1235944,160,55.08
Modify,Shopify,1236009,89,31.47
Modify,Shopify,1236033,59,31.47
Modify,Shopify,1237072,762,37.79
Modify,Shopify,1237387,165,10.33
Modify,Shopify,1238260,28,19.87
Modify,Shopify,1238757,245,13.77
Modify,Shopify,1238781,56,44.52
Modify,Shopify,1239284,55,29.67
Modify,Shopify,1240373,26,72.37
Modify,Shopify,1241439,143,23.75
Modify,Shopify,1242031,0,28.95
Modify,Shopify,1242064,47,14.08
Modify,Shopify,1243146,0,23.65
Modify,Shopify,1243666,52,80.26
Modify,Shopify,1243682,13,18.43
Modify,Shopify,1244037,30,22.09
Modify,Shopify,1244508,465,4.74
Modify,Shopify,1245885,78,14.44
Modify,Shopify,1246354,360,12.44
Modify,Shopify,1247717,42,17.79
Modify,Shopify,1248202,86,14.72
Modify,Shopify,1249606,16,29.19
Modify,Shopify,1251990,63,27.33
Modify,Shopify,1252121,79,32.08
Modify,Shopify,1252725,168,11.26
Modify,Shopify,1253897,48,8.56
Modify,Shopify,1254077,167,7.21
Modify,Shopify,1255447,654,13.29
Modify,Shopify,1255637,40,17.13
Modify,Shopify,1255835,60,21.55
Modify,Shopify,1256262,180,9.24
Modify,Shopify,1256288,45,9.24
Modify,Shopify,1256775,14,23.10
Modify,Shopify,1258052,89,22.52
Modify,Shopify,1258383,0,6.19
Modify,Shopify,1258615,574,17.88
Modify,Shopify,1258789,858,23.06
Modify,Shopify,1259068,60,20.73
Modify,Shopify,1260710,179,58.52
Modify,Shopify,1260819,181,50.04
Modify,Shopify,1261213,41,26.48
Modify,Shopify,1261601,44,29.23
Modify,Shopify,1262872,43,81.15
Modify,Shopify,1262880,170,19.31
Modify,Shopify,1263193,124,61.94
Modify,Shopify,1263854,70,5.33
Modify,Shopify,1263961,1343,13.89
Modify,Shopify,1264134,541,44.26
Modify,Shopify,1264829,124,25.68
Modify,Shopify,1265495,0,42.47
Modify,Shopify,1266147,18,42.49
Modify,Shopify,1266295,519,10.23
Modify,Shopify,1266857,72,32.14
Modify,Shopify,1269513,145,33.40
Modify,Shopify,1269844,88,24.75
Modify,Shopify,1270156,2306,4.52
Modify,Shopify,1270198,1086,4.52
Modify,Shopify,1270248,21,30.58
Modify,Shopify,1270651,257,62.02
Modify,Shopify,1271394,31,96.27
Modify,Shopify,1272046,40,7.50
Modify,Shopify,1273267,795,29.23
Modify,Shopify,1273549,36,66.00
Modify,Shopify,1273978,76,97.48
Modify,Shopify,1274182,24,96.10
Modify,Shopify,1274414,371,162.69
Modify,Shopify,1274562,21,18.47
Modify,Shopify,1274729,3,55.82
Modify,Shopify,1275205,27,13.04
Modify,Shopify,1276872,104,27.38
Modify,Shopify,1277391,24,3.52
Modify,Shopify,1277995,88,39.80
Modify,Shopify,1278019,126,39.80
Modify,Shopify,1278118,23,112.55
Modify,Shopify,1278241,2564,6.13
Modify,Shopify,1278332,255,6.54
Modify,Shopify,1280718,0,21.60
Modify,Shopify,1280817,1191,12.12
Modify,Shopify,1281062,110,63.23
Modify,Shopify,1281112,0,68.73
Modify,Shopify,1281120,15,63.23
Modify,Shopify,1283068,17,96.29
Modify,Shopify,1283241,1039,29.93
Modify,Shopify,1283258,999,29.93
Modify,Shopify,1283514,1432,9.95
Modify,Shopify,1283522,88,13.82
Modify,Shopify,1283571,0,34.58
Modify,Shopify,1285170,17,25.20
Modify,Shopify,1286079,10,40.83
Modify,Shopify,1286103,0,43.48
Modify,Shopify,1306299,108,29.19
Modify,Shopify,1308857,37,28.20
Modify,Shopify,1315001,62,28.29
Modify,Shopify,1321736,107,41.28
Modify,Shopify,1324094,33,16.14
Modify,Shopify,1331206,14,23.06
Modify,Shopify,1368943,29,77.17
Modify,Shopify,1372200,17,34.32
Modify,Shopify,1384064,30,17.13
Modify,Shopify,1384098,160,4.44
Modify,Shopify,1384239,57,40.83
Modify,Shopify,1398940,22,38.90
Modify,Shopify,1402031,205,26.50
Modify,Shopify,1403757,105,19.58
Modify,Shopify,1412378,66,22.09
Modify,Shopify,1416189,553,20.79
Modify,Shopify,1417799,81,49.58
Modify,Shopify,1418805,620,39.02
Modify,Shopify,1696087,393,30.25
Modify,Shopify,1502244,38,8.68
Modify,Shopify,1503143,66,29.78
Modify,Shopify,1505288,209,37.79
Modify,Shopify,1505379,112,7.89
Modify,Shopify,1505536,112,63.28
Modify,Shopify,1506468,16,128.25
Modify,Shopify,1506484,9,159.96
Modify,Shopify,1506674,360,4.52
Modify,Shopify,1506682,696,8.31
Modify,Shopify,1507102,960,7.16
Modify,Shopify,1507987,36,26.99
Modify,Shopify,1508977,653,70.62
Modify,Shopify,1510478,23,7.38
Modify,Shopify,1512052,16,47.15
Modify,Shopify,1513001,0,25.68
Modify,Shopify,1513621,66,14.28
Modify,Shopify,1513886,221,32.62
Modify,Shopify,1513928,231,32.62
Modify,Shopify,1514900,21,13.51
Modify,Shopify,1516236,85,10.39
Modify,Shopify,1516343,182,66.77
Modify,Shopify,1516756,1666,19.86
Modify,Shopify,1518364,636,27.10
Modify,Shopify,1518851,13,57.32
Modify,Shopify,1518984,295,6.49
Modify,Shopify,1519065,55,17.74
Modify,Shopify,1519073,58,17.74
Modify,Shopify,1522036,511,8.56
Modify,Shopify,1522044,154,6.37
Modify,Shopify,1522069,213,6.37
Modify,Shopify,1522184,115,28.16
Modify,Shopify,1522861,65,8.56
Modify,Shopify,1523786,21,14.53
Modify,Shopify,1523836,713,18.83
Modify,Shopify,1526862,771,17.82
Modify,Shopify,1526920,1045,38.15
Modify,Shopify,1528231,172,19.50
Modify,Shopify,1528256,1173,19.95
Modify,Shopify,1528538,60,7.22
Modify,Shopify,1528876,110,13.77
Modify,Shopify,1528918,23,6.36
Modify,Shopify,1529452,118,12.42
Modify,Shopify,1530971,18,9.08
Modify,Shopify,1531102,0,9.10
Modify,Shopify,1531714,94,104.26
Modify,Shopify,1532324,10,57.01
Modify,Shopify,1533249,257,11.07
Modify,Shopify,1533256,164,4.53
Modify,Shopify,1533298,57,16.04
Modify,Shopify,1534080,302,5.72
Modify,Shopify,1534205,53,29.24
Modify,Shopify,1534742,16,57.50
Modify,Shopify,1535020,237,26.55
Modify,Shopify,1537174,9,27.39
Modify,Shopify,1537562,41,25.22
Modify,Shopify,1537612,21,31.42
Modify,Shopify,1538016,47,37.12
Modify,Shopify,1538099,57,36.04
Modify,Shopify,1538271,328,12.42
Modify,Shopify,1538834,222,32.37
Modify,Shopify,1539691,318,13.70
Modify,Shopify,1540004,65,4.76
Modify,Shopify,1540459,39,19.36
Modify,Shopify,1540483,25,47.41
Modify,Shopify,1540574,57,8.34
Modify,Shopify,1541044,23,10.14
Modify,Shopify,1541309,83,19.08
Modify,Shopify,1541317,174,3.86
Modify,Shopify,1542521,26,11.38
Modify,Shopify,1542612,0,4.52
Modify,Shopify,1542711,990,4.52
Modify,Shopify,1543156,193,28.34
Modify,Shopify,1543644,283,27.75
Modify,Shopify,1543677,120,58.84
Modify,Shopify,1543685,0,8.13
Modify,Shopify,1543701,189,6.03
Modify,Shopify,1543867,68,11.08
Modify,Shopify,1546670,71,33.71
Modify,Shopify,1548270,1133,9.21
Modify,Shopify,1548320,441,9.21
Modify,Shopify,1548775,27,108.18
Modify,Shopify,1549740,109,9.46
Modify,Shopify,1550029,399,14.44
Modify,Shopify,1550110,65,40.98
Modify,Shopify,1550425,290,48.90
Modify,Shopify,1551456,28,28.41
Modify,Shopify,1551506,252,17.82
Modify,Shopify,1552330,597,61.94
Modify,Shopify,1554690,145,9.46
Modify,Shopify,1554955,5177,4.46
Modify,Shopify,1556117,29,40.21
Modify,Shopify,1556935,98,29.23
Modify,Shopify,1556992,158,12.22
Modify,Shopify,1557040,29,12.22
Modify,Shopify,1558568,0,6.57
Modify,Shopify,1558725,153,25.43
Modify,Shopify,1559731,112,59.51
Modify,Shopify,1560994,1164,39.47
Modify,Shopify,1561091,47,23.96
Modify,Shopify,1561356,417,12.16
Modify,Shopify,1561380,184,12.16
Modify,Shopify,1562180,0,17.17
Modify,Shopify,1562305,122,20.10
Modify,Shopify,1562982,171,3.70
Modify,Shopify,1563097,36,14.35
Modify,Shopify,1563873,442,22.01
Modify,Shopify,1565456,492,8.65
Modify,Shopify,1566223,49,6.63
Modify,Shopify,1568492,43,19.23
Modify,Shopify,1568542,60,19.31
Modify,Shopify,1568583,50,19.31
Modify,Shopify,1568864,160,52.52
Modify,Shopify,1569268,36,20.62
Modify,Shopify,1569474,13,50.74
Modify,Shopify,1570357,52,32.82
Modify,Shopify,1570712,771,30.43
Modify,Shopify,1570852,20,31.40
Modify,Shopify,1570951,4,31.40
Modify,Shopify,1571090,68,13.54
Modify,Shopify,1571611,4,71.95
Modify,Shopify,1571751,29,6.55
Modify,Shopify,1571785,50,52.55
Modify,Shopify,1572049,145,19.59
Modify,Shopify,1572445,0,39.95
Modify,Shopify,1574813,128,25.02
Modify,Shopify,1575109,41,37.88
Modify,Shopify,1575182,3,37.88
Modify,Shopify,1575752,125,5.54
Modify,Shopify,1576214,141,4.53
Modify,Shopify,1576289,160,18.88
Modify,Shopify,1577097,0,6.99
Modify,Shopify,1584960,234,9.25
Modify,Shopify,1585082,105,4.85
Modify,Shopify,1585157,987,38.15
Modify,Shopify,1586643,0,4.98
Modify,Shopify,1588128,81,44.06
Modify,Shopify,1588144,387,44.06
Modify,Shopify,1588839,108,22.56
Modify,Shopify,1590306,384,41.73
Modify,Shopify,1590496,407,36.57
Modify,Shopify,1590645,107,29.81
Modify,Shopify,1591213,448,10.33
Modify,Shopify,1591783,799,7.19
Modify,Shopify,1593185,304,24.71
Modify,Shopify,1593243,117,32.77
Modify,Shopify,1593433,23,49.16
Modify,Shopify,1593771,36,47.05
Modify,Shopify,1594472,73,21.75
Modify,Shopify,1595602,126,6.31
Modify,Shopify,1595834,27,42.67
Modify,Shopify,1596097,75,47.44
Modify,Shopify,1597244,0,15.90
Modify,Shopify,1599620,233,7.19
Modify,Shopify,1599703,47,55.35
Modify,Shopify,1600444,10,29.23
Modify,Shopify,1600816,35,16.88
Modify,Shopify,1601681,130,3.40
Modify,Shopify,1603414,440,31.02
Modify,Shopify,1604123,1,95.37
Modify,Shopify,1604958,7,18.54
Modify,Shopify,1605773,110,37.77
Modify,Shopify,1606763,315,25.40
Modify,Shopify,1607449,676,58.20
Modify,Shopify,1607951,10,9.72
Modify,Shopify,1611326,27,13.89
Modify,Shopify,1611706,113,88.62
Modify,Shopify,1613884,80,22.02
Modify,Shopify,1614304,40,22.67
Modify,Shopify,1614460,105,25.45
Modify,Shopify,1615301,108,19.60
Modify,Shopify,1616226,664,19.77
Modify,Shopify,1616440,629,9.43
Modify,Shopify,1617802,73,7.22
Modify,Shopify,1619386,603,7.89
Modify,Shopify,1620004,58,5.03
Modify,Shopify,1620137,57,7.05
Modify,Shopify,1620269,0,18.62
Modify,Shopify,1620301,50,35.10
Modify,Shopify,1622521,1294,30.98
Modify,Shopify,1623743,649,5.54
Modify,Shopify,1624311,1758,22.03
Modify,Shopify,1624808,30,31.91
Modify,Shopify,1625607,356,11.74
Modify,Shopify,1625953,63,22.22
Modify,Shopify,1625961,32,35.90
Modify,Shopify,1626431,12,65.95
Modify,Shopify,1626845,12,13.89
Modify,Shopify,1627116,87,21.90
Modify,Shopify,1628064,161,22.91
Modify,Shopify,1628130,32,28.64
Modify,Shopify,1628338,114,6.55
Modify,Shopify,1628932,168,13.00
Modify,Shopify,1629005,4,31.92
Modify,Shopify,1629864,24,13.15
Modify,Shopify,1629898,132,15.32
Modify,Shopify,1630094,57,41.80
Modify,Shopify,1630144,58,41.80
Modify,Shopify,1630276,107,24.49
Modify,Shopify,1630433,215,59.65
Modify,Shopify,1631373,110,26.89
Modify,Shopify,1631399,9,27.30
Modify,Shopify,1631431,140,13.04
Modify,Shopify,1633122,7,66.91
Modify,Shopify,1633957,120,32.08
Modify,Shopify,1636471,13,17.78
Modify,Shopify,1636539,22,9.40
Modify,Shopify,1636547,174,6.44
Modify,Shopify,1636919,1,101.49
Modify,Shopify,1636992,1,7.63
Modify,Shopify,1638238,89,6.10
Modify,Shopify,1638253,1066,2.22
Modify,Shopify,1638287,16,33.67
Modify,Shopify,1640341,38,33.63
Modify,Shopify,1640952,172,42.63
Modify,Shopify,1641224,453,8.96
Modify,Shopify,1641372,21,6.64
Modify,Shopify,1641406,181,26.55
Modify,Shopify,1641521,22,31.07
Modify,Shopify,1642917,152,19.32
Modify,Shopify,1644053,54,38.64
Modify,Shopify,1644194,6,6.64
Modify,Shopify,1644632,183,42.70
Modify,Shopify,1644988,20,16.01
Modify,Shopify,1645233,720,69.55
Modify,Shopify,1645472,78,33.98
Modify,Shopify,1645480,15,28.44
Modify,Shopify,1645654,237,66.28
Modify,Shopify,1645993,46,20.48
Modify,Shopify,1647270,55,63.23
Modify,Shopify,1647304,40,27.93
Modify,Shopify,1647692,18,13.90
Modify,Shopify,1648468,555,55.82
Modify,Shopify,1648609,111,4.98
Modify,Shopify,1648690,98,6.12
Modify,Shopify,1670991,6,32.84
Modify,Shopify,1682053,5,32.78
Modify,Shopify,1684463,9,7.85
Modify,Shopify,1684836,276,2.15
Modify,Shopify,1684844,64,6.02
Modify,Shopify,1685155,85,27.12
Modify,Shopify,1686666,361,34.11
Modify,Shopify,1686757,422,20.67
Modify,Shopify,1686807,30,20.67
Modify,Shopify,1687268,406,40.70
Modify,Shopify,1688522,25,11.07
Modify,Shopify,1688951,149,26.50
Modify,Shopify,1689595,326,45.31
Modify,Shopify,1690643,284,8.82
Modify,Shopify,1691518,63,30.71
Modify,Shopify,1691716,747,25.60
Modify,Shopify,1691971,21,6.04
Modify,Shopify,1692151,125,47.15
Modify,Shopify,1692177,539,38.64
Modify,Shopify,1692573,71,6.85
Modify,Shopify,1692748,79,16.12
Modify,Shopify,1695444,32,28.70
Modify,Shopify,1695451,119,28.70
Modify,Shopify,1701226,60,11.25
Modify,Shopify,1701234,457,11.25
Modify,Shopify,1701325,137,13.25
Modify,Shopify,1701457,235,3.69
Modify,Shopify,1701465,679,5.86
Modify,Shopify,1701671,58,7.22
Modify,Shopify,1701689,110,102.61
Modify,Shopify,1701762,37,11.25
Modify,Shopify,1701788,28,11.25
Modify,Shopify,1701937,267,3.83
Modify,Shopify,1702133,55,8.28
Modify,Shopify,1702224,115,8.28
Modify,Shopify,1702356,207,17.52
Modify,Shopify,1702414,16,7.67
Modify,Shopify,1702745,193,7.89
Modify,Shopify,1704550,24,9.81
Modify,Shopify,1704626,67,9.61
Modify,Shopify,1704691,13,5.99
Modify,Shopify,1704873,17,20.51
Modify,Shopify,1705078,160,18.84
Modify,Shopify,1705458,30,47.11
Modify,Shopify,1705748,68,17.80
Modify,Shopify,1705862,0,4.59
Modify,Shopify,1705904,1063,3.59
Modify,Shopify,1706118,1245,3.59
Modify,Shopify,1706142,866,3.59
Modify,Shopify,1706563,91,13.04
Modify,Shopify,1706704,332,11.09
Modify,Shopify,1707124,469,36.44
Modify,Shopify,1707926,10,29.62
Modify,Shopify,1708130,191,48.78
Modify,Shopify,1708528,143,40.83
Modify,Shopify,1708619,249,32.30
Modify,Shopify,1708916,40,41.62
Modify,Shopify,1709195,14,67.47
Modify,Shopify,1709781,25,28.34
Modify,Shopify,1710003,26,30.87
Modify,Shopify,1710250,3,124.98
Modify,Shopify,1711035,19,72.34
Modify,Shopify,1711076,116,7.23
Modify,Shopify,1711191,52,8.56
Modify,Shopify,1711399,144,5.20
Modify,Shopify,1711464,11,7.22
Modify,Shopify,1711696,25,13.60
Modify,Shopify,1711712,72,3.69
Modify,Shopify,1712140,45,11.07
Modify,Shopify,1712652,38,20.88
Modify,Shopify,1713395,35,11.07
Modify,Shopify,1713676,45,27.39
Modify,Shopify,1714724,27,12.22
Modify,Shopify,1715036,11,42.04
Modify,Shopify,1716646,108,7.21
Modify,Shopify,1716711,61,8.90
Modify,Shopify,1717495,94,4.22
Modify,Shopify,1717529,2,44.42
Modify,Shopify,1717693,144,4.68
Modify,Shopify,1718162,43,21.88
Modify,Shopify,1718220,30,21.88
Modify,Shopify,1718493,187,10.23
Modify,Shopify,1718766,0,18.19
Modify,Shopify,1719277,32,31.47
Modify,Shopify,1719293,91,31.47
Modify,Shopify,1720036,200,18.88
Modify,Shopify,1720242,107,10.22
Modify,Shopify,1720697,329,59.65
Modify,Shopify,1724830,295,14.13
Modify,Shopify,1725704,3,32.58
Modify,Shopify,1726686,49,17.57
Modify,Shopify,1726892,92,14.35
Modify,Shopify,1727213,22,35.40
Modify,Shopify,1729607,0,61.60
Modify,Shopify,1730803,36,96.88
Modify,Shopify,1731355,83,4.20
Modify,Shopify,1731579,39,29.68
Modify,Shopify,1731686,291,44.10
Modify,Shopify,1731835,136,18.02
Modify,Shopify,1732288,27,25.20
Modify,Shopify,1732668,74,22.82
Modify,Shopify,1732833,55,4.27
Modify,Shopify,1733328,49,40.54
Modify,Shopify,1733559,258,32.82
Modify,Shopify,1733609,335,39.37
Modify,Shopify,1733625,541,39.37
Modify,Shopify,1734037,30,46.21
Modify,Shopify,1734052,249,46.21
Modify,Shopify,1735463,20,37.78
Modify,Shopify,1735471,79,42.88
Modify,Shopify,1736172,78,7.22
Modify,Shopify,1736271,14,67.31
Modify,Shopify,1736420,209,18.91
Modify,Shopify,1737568,0,8.06
Modify,Shopify,1738475,210,16.50
Modify,Shopify,1738541,22,14.44
Modify,Shopify,1739234,75,8.46
Modify,Shopify,1739895,11,46.86
Modify,Shopify,1740588,218,31.30
Modify,Shopify,1740604,106,17.32
Modify,Shopify,1741099,124,77.58
Modify,Shopify,1742220,216,6.55
Modify,Shopify,1742717,10,6.64
Modify,Shopify,1742790,1229,37.88
Modify,Shopify,1744242,9,27.31
Modify,Shopify,1745041,829,4.53
Modify,Shopify,1745603,129,119.28
Modify,Shopify,1746346,28,55.11
Modify,Shopify,1746429,25,66.42
Modify,Shopify,1746502,48,53.38
Modify,Shopify,1746536,24,53.38
Modify,Shopify,1746577,55,53.38
Modify,Shopify,1746619,13,8.49
